homework,I have to finish my _ _ _ _ _ _ _ _ before going out with friends.家庭作業
honest,An _ _ _ _ _ _ person will tell you the truth.誠實的
honey,_ _ _ _ _ makes things taste sweet.蜂蜜
hop,He _ _ _ped onto the bus while it was still moving. (單腳)跳
hope,I _ _ _ _ you can make it to the party tonight.希望
horse,"_ _ _ _ _s have ling, strong legs, so they can run fast.馬"
hospital,We went to the _ _ _ _ _ _ _ _ to see my grandma.醫院
hot,Taiwan is very _ _ _ and humid in the summer.熱的
hot dog,I want a _ _ _  _ _ _ and some juice. 熱狗
hotel,"When I go on vacation, I like to stay at expensive _ _ _ _ _s.旅館；旅社"
hour,It took me _ _ _ _s to get today’s homework done.小時
house,"My family rents a _ _ _ _ _. 
We don’t have enough money to buy one.
房屋"
housewife,"Mom is a _ _ _ _ _ _ _ _ _.
She spends most of her time doing housework.
家庭主婦"
how,_ _ _ is Monica feeling today? 如何
however,"The tickets are expensive. _ _ _ _ _ _ _, we will still go to the show.然而"
hundred,A century is one _ _ _ _ _ _ _ years.百
hungry,I’m always _ _ _ _ _ _ when I get home from school.飢餓的
hunt,"In the movie, Jim went _ _ _ _ing with his dad 
when he was 16 years old.
打獵"
hurry,Don’t drive so fast. There’s no need to _ _ _ _ _. (= There’s no hurry)趕忙
hurt,I’m really sorry. I didn’t mean to _ _ _ _ your feelings.使疼痛；受傷
husband,My sister’s _ _ _ _ _ _ _ is a very rich businessman.丈夫
I,_ am not happy with you.我
ice,Would you like some _ _ _ in your orange juice.冰
ice cream,"During summer, I love to eat _ _ _  _ _ _ _ _.冰淇淋"
idea,He reads a lot. No wonder he always has different _ _ _ _s.主意
if,I wouldn’t do that _ _ I were you.如果
important,It is _ _ _ _ _ _ _ _ _ for drivers to follow the traffic rules.重要的
in,There is milk _ _ the fridge.在...裡面
insect,I think butterflies are the most beautiful _ _ _ _ _ _s.昆蟲
inside,The guests went _ _ _ _ _ _ when it rained.在裡面
interest,The kids have shown an _ _ _ _ _ _ _ _ in learning the game.興趣；關注
interested,Marcus is _ _ _ _ _ _ _ _ _ _ in science.感到興趣的
interesting,Mr. Liu is an _ _ _ _ _ _ _ _ _ teacher. Many students like him.有趣的
internet,You can always find the information you need on the _ _ _ _ _ _ _ _.網路
interview,"The _ _ _ _ _ _ went well, and I got the job.面試；訪問"
into,Please put the cups back _ _ _ _ the cupboard.到...之內
invite,Can I _ _ _ _ _ _ Richart for dinner.邀請
island,Taiwan is an _ _ _ _ _ _.島嶼
it,I left the ice cream on the table and _ _ turned into a mess.它
jacket,Where should I hang my _ _ _ _ _ _?夾克
January,"In Taiwan, the fall semester usually ends in _ _ _ _ _ _ _.一月"
jeans,I usually wear _ _ _ _ _ and a T-shirt.牛仔褲
job,It’s my _ _ _ to feed the animals at the zoo.工作
jog,There are a few people _ _ _ging alone the beach.慢跑
join,You play basketball very well. I hope you can _ _ _ _ our team.加入
joy,It was a great _ _ _ to see my old friends.歡樂
juice,He ordered a glass tomato _ _ _ _ _ .果汁
July,This is one of the hottest _ _ _ _s I can remember.七月
jump,Stop _ _ _ _ing on the bed.跳躍
June,"My class end in _ _ _ _, then my summer vacation begins.六月"
junior high school,My son will start _ _ _ _ _ _  _ _ _ _  _ _ _ _ _ _ this summer.國中
just,It started to rain _ _ _ _ as we got home.剛才；只是
kangaroo,The _ _ _ _ _ _ _ _ is the most famous Australian animal.袋鼠
keep,Can I _ _ _ _ this picture?保留
key,"Tara tried to open the door with the new _ _ _, but it did not work.鑰匙"
kick,_ _ _ _ the ball harder.踢
kid,Don’t shout at him. He;s only a _ _ _.小孩
kill,His grandfather was _ _ _ _ed in the war.殺死
kilogram,The luggage weighted twenty _ _ _ _s?公斤
kind,What _ _ _ _ of music do you like?種類
king,"In the past, a _ _ _ _ could do anything he wanted.國王"
kiss,Dad always _ _ _ _es us good night.吻
kitchen,We usually eat dinner at the _ _ _ _ _ _ _ table.廚房
kite,I fly _ _ _ _s at the park every spring.風箏
knee,My sister’s baby loves to sit on my _ _ _ _.膝蓋
knife,He used a _ _ _ _ _ to cut meat into small pieces.刀子
knock,_ _ _ _ _ louder so he can hear you.敲
know,I _ _ _ _ the answer to the question.知道
knowledge,Johnny has great _ _ _ _ _ _ _ _ _ about plans.知識
koala,A _ _ _ _ _ is like a small bear without a tail.無尾熊
lake,They are sailing on the _ _ _ _.湖
lamp,Please turn on the _ _ _ _. I’m afraid of dark.燈
land,This kind of _ _ _ _ is good for growing watermelon.土地
language,She can speak five different _ _ _ _ _ _ _ _s.語言
lantern,"In Taiwan, children love to carry _ _ _ _ _ _ _s
during the _ _ _ _ _ _ _ Festival.燈籠"
large,He needs a _ _ _ _ _ house because he has a large family.大的
last,I was the _ _ _ _ one to arrive at the party.最後的
late,Don’t be _ _ _ _ for school.遲的
later,I’ll see you _ _ _ _ _.稍後
laugh,We _ _ _ _ _ed loudly at the math teacher’s joke.笑
lawyer,He is a good _ _ _ _ _ _ because he always wins his case.律師
lazy,He is such a _ _ _ _ person. He lies around all day and does nothing.懶惰的
lead,We need a guide to _ _ _ _ us through the mountains.引導
leader,Samuel is a good _ _ _ _ _ _. He always makes great decisions.領導者
learn,We _ _ _ _ _ from our mistakes.學習
least,He is one of the _ _ _ _ _-known singers in Taiwan.最少的
leave,The train _ _ _ _ the station at 6 a.m.離開
left,Please pass me the book. It’s on your _ _ _ _.左邊
leg,He broke his _ _ _ because he jumped out the window.腿
lemon,Please add the juice of two _ _ _ _ _s into the soup.檸檬
lend,I forgot to bring my pencil. Could you _ _ _ _ me one?借(出)
less,There is _ _ _ _ light in the evening.較少的
lesson,My chinese _ _ _ _ _ _ begins at 8 a.m.課
let,The weather is sunny and warm. _ _ _’s go out.讓
letter,I got a _ _ _ _ _ _ from my sister in London yesterday.信
lettuce,There is too much _ _ _ _ _ _ _ in this salad.萵苣
library,We can borrow five books from the _ _ _ _ _ _ _ at a time.圖書館
lid,Please help me get the _ _ _ off the bottle.蓋子
lie,Please help me get the _ _ _ off the bottle.謊言；躺下
life,He travels to make his _ _ _ _ more exciting and fun.生活
light,I like to take walks under the _ _ _ _ of the moon.燈光；輕的
like,"He _ _ _ _ed the barbecue, so he ate a lot.喜歡"
line,"Excuse me, are you in the _ _ _ _?隊伍"
lion,I like _ _ _ _s. they are beautiful and strong.獅子
lip,Don’t lick your _ _ _s when you feel they are dry.嘴唇
list,Here is the shopping_ _ _ _.表；名單
listen,He likes to _ _ _ _ _ _ to the radio every night.聽
little,It was a _ _ _ _ _ _ bag with red spots.小的
live,Joanna and Matty _ _ _ _ with me.住
living room,There is a TV in the _ _ _ _ _ _  _ _ _ _ .客廳
lonely,He feels terribly _ _ _ _ _ _ because his wife left him.寂寞的
long,The wall is twenty meters _ _ _ _.長的
look,I _ _ _ _ed at a bird and imagined that I could fly.看
lose,I am sorry. I _ _ _ _ my train ticket.遺失
loud,His voice was so _ _ _ _ that I could still hear him upstaris.大聲的
love,I _ _ _ _ her with all my heart.喜愛
lovely,She looked _ _ _ _ _ _ in that dress.可愛的
low,My dad hit his head on the _ _ _ ceiling in our basement.低的
lucky,We are _ _ _ _ _ to have a good teacher.幸運的
lunch,Helen usually eats _ _ _ _ _ at 1 p.m.午餐
machine,Put your dirty clothes into the washing _ _ _ _ _ _ _ .機器
mad,I was _ _ _ at you because you ate all my favorite cookies.惱怒的
magic,His most famous _ _ _ _ _ trick was making a girl disappear.魔術般的
mail,I sent her a card in the _ _ _ _.郵件
mailman,My father is a _ _ _ _ _ _ _ . He loves his job.郵差
make,My mother _ _ _ _ a cake.製作
man,You are not a boy anymore. You should start behaving like a _ _ _.男人
many,I think you have eaten too _ _ _ _ cookies.許多的
map,I need a _ _ _ to guide me whenever I go to a new city.地圖
March,"In the US, they have spring break in _ _ _ _ _.三月"
mark,Please _ _ _ _ a circle on each envelope.作記號
marker,"Can I borrow your _ _ _ _ _ _s, please?彩色筆"
market,I buy fruits and vegetables at the _ _ _ _ _ _ .市場
married,Anna is _ _ _ _ _ _ _ and has a child.已婚的
mask,Many people wear _ _ _ _s when they go skiing.面具
mat,Leon bought a door _ _ _  so we can wipe our shoes before entering the house.墊子
math,_ _ _ _ helps people to think in an organized way.數學
matter,There are some important _ _ _ _ _ _s we have to discuss.事情
may,It _ _ _ rain later today.可能
May,Mother’s day is celebrated on the second Sunday of _ _ _.五月
maybe,It’s sunny outside. _ _ _ _ _ we can go to the park later.也許
meal,"If you are on a diet, don’t eat between _ _ _ _s.一餐"
mean,I’m not sure what you _ _ _ _. Can you explain it again?意指
meat,I don’t eat _ _ _ _. I eat only vegetables.肉
medicine,Do you have any _ _ _ _ _ _ _ _ for my headache?藥
medium,"I’d like a _ _ _ _ _ _ Coke, please.中等的"
meet,Nice to _ _ _ _ you.遇見
meeting,There will be a neighborhood _ _ _ _ _ _ _ next Thursday night.會議
menu,Whats’ on the _ _ _ _?菜單
mile,A _ _ _ _ is longer that a kilometer.英里
milk,I had bread with _ _ _ _ for breakfast.牛奶
million,It cost one _ _ _ _ _ _ _ dollars to build the farm.百萬
mind,Do you _ _ _ _ if I close the window.介意
minute,It’s ten _ _ _ _ _ to two.分鐘
Miss,_ _ _ _ Stone is our English teacher.小姐
miss,I have not seen my friend Susan for a long time. I _ _ _ _ her very much.想念
mistake,We all make _ _ _ _ _ _ _s .錯誤
modern,She studies _ _ _ _ _ _ art at college.現代化的
moment,I wish I knew what was happening to her at the _ _ _ _ _ _.片刻
Monday,_ _ _ _ _ _ is usually the first workday of a week.星期一
money,I need _ _ _ _ _ to buy food and clothes.錢
monkey,The zookeper is feeding _ _ _ _ _ _s bananas.猴子
month,There are twelve_ _ _ _ _s in a year.月份
moon,Neil Armstrong was the first person to set foot on the _ _ _ _.月亮
mop,He _ _ _ped the kitchen floor.拖地
more,I need _ _ _ _ cookies for my brother.更多的
morning,Anna drinks coffee every _ _ _ _ _ _ _.早上
most,"At this school, _ _ _ _ of the children enjoy playing baseball.大部分的"
mother,My _ _ _ _ _ _ is a kind woman.母親
motorcycle,You must wear a helmet when you ride a _ _ _ _ _ _ _ _ _ _.機車
mountain,Yangminshan is the most visited _ _ _ _ _ _ _ _ in Taipei.山
mouse,_ _ _ _ are afraid of cats.老鼠
mouth,Don’t talk when your _ _ _ _ _ full.嘴巴
move,Please _ _ _ _ your car. It’s blocking the road.移動
movie,The _ _ _ _ _’s setting is a finishing in Thailand.電影
Mr.,_ _. White is our new history teacher先生
Mrs.,_ _ _. Wood works at a coffee shop.太太
MRT,The _ _ _ system solved some of the traffic problems in Taipei.捷運
Ms.,_ _. Simpson is not married.小姐；女士
much,He’s _ _ _ _ taller tham me.許多的
mud,Their car got stuck in the_ _ _.泥巴
museum,There are a few _ _ _ _ _ _s in Taipei.博物館
music,"In _ _ _ _ _ class, we sing and learn how to play the flute.音樂"
must,You _ _ _ _ pay an extra fee for a taxi ride from the airport.必須
nail,I need a _ _ _ _ because I want to hang the picture on the wall.釘子
name,Could you tell me your _ _ _ _ again?名字
national,"In Taiwan, Christmas is not a _ _ _ _ _ _ _ _ holiday.國家的"
near,My school is _ _ _ _ a park.在...附近
neck,She wore a yellow scarf around her _ _ _ _.脖子
need,You will _ _ _ _ to think hard to solve the problem.需要
neighbor,Mr. and Mrs. Green are my new _ _ _ _ _ _ _ _s.鄰居
never,I’ve _ _ _ _ met such a nice person.從不
new,I want to save money to buy a _ _ _ car.新的
news,What’s the latest _ _ _ _ about the earthquake?消息；新聞
next,We’ll graduate _ _ _ _ summer.下一個
nice,The weather in fall is _ _ _ _ because it’s cool and dry.好的
night,The _ _ _ _ _s are longer in winter.晚上
nine,I work from _ _ _ _ to five every day.九
nineteen,_ _ _ _ _ _ _ _ is my lucky number.十九
nineteenth,The new school year stars onthe _ _ _ _ _ _ _ _ _ _ of September.第十九
ninety,The old woman is in her _ _ _ _ _ _.九十
ninth,The _ _ _ _ _ month of the year is September.第九
no,Vick wants to make sure  there are _ _ problems with his computer.沒有；不是
nobody,There was _ _ _ _ _ _ there when I got home after school.沒有人
nod,He greeted me with a small _ _ _ .點頭
noise,I don’t work with all this _ _ _ _ _.噪音
noodle,"When I studied in America, I often ate instant _ _ _ _ _ _ for dinner.麵條"
noon,We have a one-hour lunch break at _ _ _ _.中午
north,Taipei is in the _ _ _ _ _ of Taiwan.北方
nose,I had a sore throat and a runny _ _ _ _.鼻子
not,Smoking does _ _ _ make you look cool.不是；不會
note,I took some _ _ _ _s during the speech.筆記
notebook,I need to buy a new _ _ _ _ _ _ _ _ .筆記本
nothing,There’s _ _ _ _ _ _ _ in the fridge.沒有事情
notice,Did you _ _ _ _ _ _ how she did that?注意到
November,It get cold in Taiwan in _ _ _ _ _ _ _ _.十一月
now,Where do you live _ _ _?現在
number,May I have your phone _ _ _ _ _ _?號碼
nurse,My older sister works as a _ _ _ _ _ at a children’s hospital.護士
o'clock,My lunch break starts at twelve _’ _ _ _ _ _....點鐘
October,_ _ _ _ _ _ _ 10 is our country’s birthday.十月
of,The airport is about a one-hour drive southwest _ _ Taipei....的
off,We are _ _ _ to New York next Friday.離開的
office,Sean likes working at home rather at an _ _ _ _ _.辦公室
officer,The _ _ _ _ _ _ _ stopped him on the street because he didn’t stop at the red light.警官
often,He _ _ _ _ _ makes stupid mistakes.時常
oil,My mother uses a lot of _ _ _ when she cooks.油
OK,I’ll see you at six tonight. Is that _ _?可以
old,The _ _ _ TV is broken. We have to buy a new one.舊的；老的
on,I usually buy my dinner _ _ my way.在...的時候
once,Mom goes shopping _ _ _ _ a week.一次
one,"By 6:30 p.m., there was not _ _ _ person left in the room.一"
only,Sam is the _ _ _ _ boy in my class.僅有的
open,Please _ _ _ _ the door.打開；開放
or,Would you like coffee _ _ tea?或
orange,The _ _ _ _ _ _ is juicy.橘子
order,She _ _ _ _ _ed a salad for lunch.點菜
other,"One cat ate the food, but the _ _ _ _ _ cat did not.其他的"
out,Please wait _ _ _ here. We will call your name when Dr. Lin is ready.在外面
outside,It’s sunny and warm. Let’s sit _ _ _ _ _ _ _.在外面
over,Summer is _ _ _ _. It is autumn now.結束
own,I hope I can have my _ _ _ room.自己的
ox,Don’t be silly! You can’t get milk from an _ _.公牛
p.m.,I exercise n the park evening at 8 _._.下午
pack,We need to _ _ _ _ our clothes before we leave tomorrow morning.整理行李
package,I forgot to get the _ _ _ _ _ _ _ from the post offive after school.包裹
page,There was a _ _ _ _ missing from the book.頁
paint,My father and uncle will _ _ _ _ _ our house next weekend.油漆；塗鴉
pair,She gave him a _ _ _ _ of shoes as a present.一雙
pants,Schoolgirls wear _ _ _ _ _ instead of skirts in winter.長褲
papaya,_ _ _ _ _ _ are my least favorite.木瓜
paper,"The teacher gave everyone three pieces of 
_ _ _ _ _ to write their answer.紙"
parent,My _ _ _ _ _ _ (_) ask me to study English every night.父母；雙親
park,My sister and I go to the _ _ _ _ every weekend.公園
part,"The first _ _ _ _ of the movie was really good,
but the last _ _ _ _ wasn’t.部份"
party,Are you going to the _ _ _ _ _ with me this Saturday.派對
pass,I _ _ _ _ the store on my way home every day.經過；通過
past,A girl went _ _ _ _ us on a scooter.經過
paste,I _ _ _ _ ed a photo onto my notebook.黏貼
pay,You need to _ _ _ your phone bill before Wednesday.付錢
PE,We learn about different kinds of sports in our _ _ class.體育課
peach,"For dessert, we had ice cream and _ _ _ _ _es.桃子"
pear,_ _ _ _s are in season only for a short time.梨子
pen,I write all my reports with an expensive _ _ _.鋼筆；筆
pencil,Please write down your name with a _ _ _ _ _ _.鉛筆
people,There were the _ _ _ _ _ _ present at the meeting.人們；人民
perhaps,_ _ _ _ _ _ _ I should ask Jack to help them.也許
person,You are just the _ _ _ _ _ _ I wanted to see.人
pet,Many people keep dogs as _ _ _s.寵物
photo,My uncle asked me to frame this _ _ _ _ _.相片
piano,He learned to play the _ _ _ _ _ at the age of six.鋼琴
pick,Don’t _ _ _ _ flowers from the garden.採摘；拔
picnic,My family will go on a _ _ _ _ _ _ by the lake next Saturday.野餐
picture,He painted a _ _ _ _ _ _ _ of the beach.圖片；照片
pie,He cut the apple _ _ _ into eight pieces.派
piece,Would you like a _ _ _ _ _ of cake?塊；片
pig,_ _ _s are actually very smart and clean.豬
pin,He put a _ _ _in the map to show his position.大頭針
pink,Mary likes that _ _ _ _ shirt.粉紅色的
pipe,My grandfather has smoked a _ _ _ _ for forty years.菸斗
pizza,She ordered _ _ _ _ _ for dinner.披薩
place,This is the _ _ _ _ _ where she was born.地方
plan,I _ _ _ to visit Canada this summer.計畫
planet,Is there life on other _ _ _ _ _ _s?行星
plant,All _ _ _ _ _s need water and light.植物
plate,I’ll put this food on a _ _ _ _ _ and give it to my mom.盤子
play,He _ _ _ _s basketball with friends after school.玩；表演
player,Our school team has many good _ _ _ _ _ _s.運動員；玩家
playground,There were a few students fighting on the _ _ _ _ _ _ _ _ _ _.操場
please,_ _ _ _ _ _ be quiet.請
pleasure,Camping is one of my dad’s 55 _ _ _ _ _ _ _ _s.樂趣；愉快
pocket,Your keys fell out of your _ _ _ _ _ _.口袋
point,My team won the most _ _ _ _ _s on the class quiz.分數；重點
police,The _ _ _ _ _ _ caught the theif this afternoon.警察
polite,Be _ _ _ _ _ _ when talking to your teachers.有禮貌的
pond,There is a _ _ _ _ in the park.池塘
pool,They went to the hotel _ _ _ _ for a swim.游泳池
poor,I am too _ _ _ _ to buy this CD.貧困的；可憐的
popcorn,People like to eat _ _ _ _ _ _ _ while watchig movies.爆米花
popular,My brother is _ _ _ _ _ _ _ with his classmates.受歡迎的
pork,People in some countries don’t eat _ _ _ _.豬肉
possible,It’s _ _ _ _ _ _ _ _ for him to say that.可能的
post office,Mom went to the _ _ _ _  _ _ _ _ _ _ this afternoon.郵局
postcard,I got a _ _ _ _ _ _ _ _ from America yesterday.明信片
pot,The soup is boiling in the _ _ _.鍋子；壺
pound,"I would like two _ _ _ _ _s of apples, please.磅"
practice,You can _ _ _ _ _ _ _ _ English with my for 30 minutes every day.練習
pray,I _ _ _ _ for good luck on my test tomorrow.祈禱
prepare,Andrew is _ _ _ _ _ _ing for a test tomorrow.準備
present,The scraf is a _ _ _ _ _ _ _ from my boyfriend.禮物
pretty,She has a _ _ _ _ _ _ face. Everyone loves to look at her.漂亮的
price,What is the _ _ _ _ _ of this shirt?價格
princess,The prince and _ _ _ _ _ _ _ _ got married and lived happily ever after.公主
prize,The first _ _ _ _ _ is a car.獎品；獎金
problem,I have learned to face my _ _ _ _ _ _ _s.問題
program,This _ _ _ _ _ _ _ I’m watching is really funny. I can’t stop laughing.節目
proud,He is too _ _ _ _ _ to accept help from others.驕傲的
public,There is a _ _ _ _ _ _ library across from the park.公共的
pull,He _ _ _ _ed the chair to the door.拉
pumpkin,Please cut faces into _ _ _ _ _ _ _s during Halloween.南瓜
purple,This little girl doesn’t like her _ _ _ _ _ _ skirt.紫色的
push,"The boy _ _ _ _ed his little sister, and she fell on the ground.推"
put,_ _ _ the vase on that big table.放
quarter,It’s a _ _ _ _ _ _ _ after nine.四分之一
queen,She became the _ _ _ _ _ after she married the king.皇后
question,I have an important _ _ _ _ _ _ _ _ for you.問題
quick,Ted took a _ _ _ _ _ nap before dinner.迅速的
quiet,"Dad is a _ _ _ _ _ person, but Mom talks a lot.安靜的"
quiz,I think I failed the math _ _ _ _.小考
rabbit,_ _ _ _ _ _s can hop very high.兔子
race,The _ _ _ _ will be through a forest.賽跑
radio,I heard the news on the _ _ _ _ _.收音機
railroad,"Stop, look, and listen at the _ _ _ _ _ _ _ _ crossing.鐵路"
rain,Yesterday’s _ _ _ _ brought a lot of water to the city.雨；下雨
rainbow,Look over there! There’s a _ _ _ _ _ _ _.彩虹
rainy,"I don’t like _ _ _ _ _ days, but they are good for the garden.下雨的"
raise,Now slowly _ _ _ _ _ your hands above your head.舉起；養育
rat,_ _ _s are much bigger than mice.大老鼠；鼠
read,We _ _ _ _ each English lesson out land.讀
ready,Jack wanted to know if his soup was _ _ _ _ _.準備好的
real,The _ _ _ _ problem is that I don’t have money.真實的
really,The teacher _ _ _ _ _ _ cared about his students.真的
recorder,I bought a tape _ _ _ _ _ _ _ _ because I wanted to record my baby’s voice.錄音機
red,I like your _ _ _ skirt.紅色的
refrigerator,Put the milk in the _ _ _ _ _ _ _ _ _ _ _ _ before it goes bad.冰箱
remember,I will always _ _ _ _ _ _ _ _ your kindness.記得
repeat,Can you please _ _ _ _ _ _ what you just said?重複
reporter,A responsible _ _ _ _ _ _ _ _ should tell people the truth.記者
rest,I really need a _ _ _ _ after walking twenty kilograms.休息
restaurant,My aunt owns a _ _ _ _ _ _ _ _ _ _.餐廳
restroom,"Excuse me, where is the _ _ _ _ _ _ _ _?洗手間"
rice,Some Chinese people have _ _ _ _ every meal.米飯
rich,Joe has more money than a king. He is very _ _ _ _.有錢的
ride,I _ _ _ _ my bicycle to school every day.騎乘
right,"In Taiwan, we drive on the _ _ _ _ _ side of the road.右邊"
ring,He bought her a dimond _ _ _ _ and asked her to marry him.戒指
river,Don’t go swimming in the _ _ _ _ _. It’s dangerous.河流
road,The car was driving too fast on the wet _ _ _ _.道路
robot,My new _ _ _ _ _ will do everything for me.機器人
ROC,"I’m from Taiwan, _ _ _.中華民國"
rock,We must get the _ _ _ _ off of the road.岩石
roll,I _ _ _ _ed the ball to my little sister so she could kick it.滾
roller-skate,Let’s go _ _ _ _ _ _ _ _ _ _ing.溜冰鞋
rollerblade,Let’s go _ _ _ _ _ _ _ _ _ _ing.直排輪
room,The _ _ _ _ is not big enough for the piano.房間
rope,The horse was tied to the tree with a _ _ _ _.繩子
rose,_ _ _ _s are a symbol of love.玫瑰
round,Basketball are _ _ _ _ _.圓形的
row,"Lily tried to _ _ _ the boat by herself, but it was very difficult.划（船）"
rule,You must obey the traffic _ _ _ _s.規則
ruler,You need a _ _ _ _ _ for math class.尺
run,I _ _ _ home yesterday after school because it was rainy.跑
sad,The boy was very _ _ _ when his dog died.難過的
safe,Walking in the middle of the road is not _ _ _ _.安全的
sail,This ship is _ _ _ _ to Australia.航行
salad,Elsa ordered a _ _ _ _ _ for dinner.沙拉
sale,Clothes are cheaper when they are on sale_ _ _ _.出售
salesman,Both of my uncles are _ _ _ _ _ _ _ _.推銷員
salt,Eating too much _ _ _ _ is not good for your health.鹽
same,You are wearing the _ _ _ _ shirt as me.相同的
sandwich,I had a cheese _ _ _ _ _ _ _ _ for lunch.三明治
Saturday,Some people say _ _ _ _ _ _ _ _ is the last day of the week.星期六
save,The doctor tried his best to _ _ _ _ her life.挽救；節省
say,You can _ _ _ no if you don’t want to go.說
school,"I want to go to art _ _ _ _ _ _, but I can’t draw.學校"
scared,Tina was _ _ _ _ _ _ when she saw a big spider on her desk.害怕的
science,Everyone is worried about the _ _ _ _ _ _ _ test tomorrow.科學
scooter,Joseph found a good spot to park his _ _ _ _ _ _ _.機車；滑板車
screen,I bought a new computer _ _ _ _ _ _ yesterday.螢幕
sea,It’s dangerous to swim in the _ _ _.海
season,Autumn is my favorite _ _ _ _ _ _ of the year.季節
seat,The bus did not have enough _ _ _ _s for everyone.座位
second,Danny is my _ _ _ _ _ _ child.第二的
secretary,She is Simon’s new _ _ _ _ _ _ _ _ _.秘書
see,"You can _ _ _ well, so you don’t need glasses.看"
seed,He planted _ _ _ _s in the field.種子
seesaw,My young sister loves to play the _ _ _ _ _ _.翹翹板
seldom,He _ _ _ _ _ _ shows his feelings.很少
sell,Mark decided to _ _ _ _ his old computer and buy a new one.賣
send,I _ _ _ _ emails to all my friends about my dinner party.寄
senior high school,Ray started _ _ _ _ _ _  _ _ _ _  _ _ _ _ _ _ last summer.高中
setence,Make sure your _ _ _ _ _ _ _ _s are easy to understand.句子
September,Most students start school in _ _ _ _ _ _ _ _ _.九月
serious,Dad always look _ _ _ _ _ _ _. He never smiles.認真的
set,My mother keeps a tool _ _ _ in the garage.一套；一副
seven,_ _ _ _ _ is my lucky number.七
seventeen,You are only _ _ _ _ _ _ _ _ _. You are not an adult yet.十七
seventeenth,My birthday is on the _ _ _ _ _ _ _ _ _ _ _ of January.第十七的
seventh,Our baseball team came in _ _ _ _ _ _ _.第七的
seventy,My grandfather is _ _ _ _ _ _ _ years old.七十
several,I go to Japan _ _ _ _ _ _ _ times a year.幾個的
shake,"Every time a train goes by, our house _ _ _ _ _s.搖動"
shall,I _ _ _ _ _ return at 8 p.m.將會；應該
shape,The swimming pool was in the _ _ _ _ _ of a heart.形狀
share,I can’t finish the cake by myself. Let’s _ _ _ _ _ it.分享
shark,There are many _ _ _ _ _s off the coast of Australia.鯊魚
she,_ _ _ will not listen to me.她
sheep,There is a flock of _ _ _ _ _ on the hillside.綿羊
ship,It’s much slower to cross the sea by _ _ _ _.船
shirt,He is wearing a blue _ _ _ _ _.襯衫
shoe,I think running _ _ _ _s are more comfortable.鞋子
shop,She loved flowers so much that she decided to open a flower _ _ _ _.商店
shopkeeper,Mike owns a small shop. He’s a _ _ _ _ _ _ _ _ _ _.店主
short,The man is too _ _ _ _ _ to join the army.短的
shorts,The weather is finally warm enough for me to wear _ _ _ _ _ _.短褲
should,You _ _ _ _ _ _ get up early.應該
shoulder,I am so short that I only come up to your _ _ _ _ _ _ _ _s.肩膀
shout,Don’t _ _ _ _ _ at him.大叫
show,I am going to see a puppet _ _ _ _ tomorrow.表演
shy,My sister is very _ _ _. She is afraid of talking to strangers.害羞的
sick,I got _ _ _ _ and couldn’t go on vacation with my friends.生病的
side,The _ _ _ _ of my car was hit by a motorcycle yesterday.邊；面
sidewalk,Do not park your car on the _ _ _ _ _ _ _ _.人行道
sight,He lost his _ _ _ _ _ in a car accident.視力
sign,The _ _ _ _ says ’’No parking’’.標誌
simple,"Amy’s plan was very _ _ _ _ _ _, so everyone understood it.簡單的"
since,It has been ten years _ _ _ _ _ we left school.自從
sing,"Every Saturday, he goes to _ _ _ _ karaoke.唱歌"
singer,His mother was a famous _ _ _ _ _ _ when she was young.歌手
sir,"Please take off your shoes, _ _ _.先生"
sister,I have one brother and one _ _ _ _ _ _.姊妹
sit,Mom told me not to _ _ _ on the floor.坐
six,There are _ _ _ people on a volleyball team.六
sixteen,Eight times two is _ _ _ _ _ _ _.十六
sixteenth,Ben was born on the _ _ _ _ _ _ _ _ _.第十六的
sixth,My office is on the _ _ _ _ _ floor.第六的
sixty,He only got _ _ _ _ _ percent on the math test.六十
size,What _ _ _ _ shoes do you wear?尺寸
skate,My little sister is learning how to _ _ _ _ _.溜冰
skirt,She is wearing a long _ _ _ _ _ and a black shirt.裙子
sky,Birds are flying high in the _ _ _.天空
sleep,Iris _ _ _ _ _s late on Sundays.睡覺
slide,A girl hurt herself when she _ _ _ _ down the hill.滑動
slim,Exercise more to keep yourself _ _ _ _.苗條的
slow,Emma is a _ _ _ _ reader.慢的
small,The dog is _ _ _ _ _ and cute.小的
smart,Ted is one of the _ _ _ _ _est kids in the class.聰明的
smell,He could _ _ _ _ _ the food from next door.聞起來
smile,"Whenever I see you, you’re _ _ _ _ing.微笑"
smoke,Do you mind if I _ _ _ _ _?抽（菸）
snack,I usually have milk and cookies as a _ _ _ _ _.點心
snake,"_ _ _ _ _s have no legs, but they can move very fast.蛇"
snow,The mountains are covered in _ _ _ _ all year round.雪
snowman,Let’s make a _ _ _ _ _ _ _!雪人
snowy,"Taiwan is not a _ _ _ _ _ place in the winter, but Canada is.下雪的"
so,I’m _ _sorry I’m late.如此地
soccer,We play _ _ _ _ _ _ at school.足球
socks,She bought two pairs of _ _ _ _ _ to match her shoes.襪子
sofa,I always spend a lot of time lying on the _ _ _ _ watching TV.沙發
soldier,The _ _ _ _ _ _ _ died for his country in the war.士兵
some,_ _ _ _ students bring their own lunch to school.一些的
somebody,_ _ _ _ _ _ _ _ parked their car in front of mine.某人
someone,_ _ _ _ _ _ _ _ parked their car in front of mine.某人
